dateData;groupe;editeur;progiciel;nbPsFacturation
202103;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;669
202103;total;total;total;3783
202103;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;127
202104;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1603
202104;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;5
202104;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1397
202104;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;650
202104;total;total;total;3785
202104;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;130
202105;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1640
202105;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;1
202105;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1395
202105;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;616
202105;total;total;total;3782
202105;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;130
202106;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1684
202106;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;1
202106;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1391
202106;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;607
202106;total;total;total;3814
202106;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;131
202107;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1719
202107;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;1
202107;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1388
202107;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;572
202107;total;total;total;3811
202107;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;131
202108;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1765
202108;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;1
202108;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1344
202108;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;540
202108;total;total;total;3779
202108;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;129
202109;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1818
202109;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;1
202109;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1339
202109;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;524
202109;total;total;total;3810
202109;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;128
202110;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1836
202110;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;1
202110;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1341
202110;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;513
202110;total;total;total;3822
202110;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;131
202111;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1842
202111;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;1
202111;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1338
202111;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;507
202111;total;total;total;3828
202111;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;140
